concept_id,concept_code,concept_name,vocabulary_id
2213577,90947,"Dialysis procedure other than hemodialysis (eg, peritoneal dialysis, hemofiltration, or other continuous renal replacement therapies) requiring repeated evaluations by a physician or other qualified health care professional, with or without substantial re",CPT4
2213601,90999,"Unlisted dialysis procedure, inpatient or outpatient",CPT4
2213572,90935,Hemodialysis procedure with single evaluation by a physician or other qualified health care professional,CPT4
2213576,90945,"Dialysis procedure other than hemodialysis (eg, peritoneal dialysis, hemofiltration, or other continuous renal replacement therapies), with single evaluation by a physician or other qualified health care professional",CPT4
2720773,Q4081,"Injection, epoetin alfa, 100 units (for esrd on dialysis)",HCPCS
2213573,90937,Hemodialysis procedure requiring repeated evaluation(s) with or without substantial revision of dialysis prescription,CPT4
2615761,C1750,"Catheter, hemodialysis/peritoneal, long-term",HCPCS
2002282,39.95,Hemodialysis,ICD9Proc
2213595,90968,"End-stage renal disease (ESRD) related services for dialysis less than a full month of service, per day; for patients 2-11 years of age",CPT4
2213596,90969,"End-stage renal disease (ESRD) related services for dialysis less than a full month of service, per day; for patients 12-19 years of age",CPT4
2213592,90965,"End-stage renal disease (ESRD) related services for home dialysis per full month, for patients 12-19 years of age to include monitoring for the adequacy of nutrition, assessment of growth and development, and counseling of parents",CPT4
2213591,90964,"End-stage renal disease (ESRD) related services for home dialysis per full month, for patients 2-11 years of age to include monitoring for the adequacy of nutrition, assessment of growth and development, and counseling of parents",CPT4
2615763,C1752,"Catheter, hemodialysis/peritoneal, short-term",HCPCS
2213594,90967,"End-stage renal disease (ESRD) related services for dialysis less than a full month of service, per day; for patients younger than 2 years of age",CPT4
2002176,38.95,Venous catheterization for renal dialysis,ICD9Proc
2003564,54.98,Peritoneal dialysis,ICD9Proc
2109463,49421,"Insertion of tunneled intraperitoneal catheter for dialysis, open",CPT4
2718324,J0882,"Injection, darbepoetin alfa, 1 microgram (for esrd on dialysis)",HCPCS
