concept_id,concept_code,concept_name,vocabulary_id
4279525,367390009,Hypertension in the obstetric context,SNOMED
44784484,698640000,Hypertension in the puerperium with pulmonary edema,SNOMED
4071202,206596003,Neonatal hypertension,SNOMED
4086587,24184005,Elevated blood pressure,SNOMED
4242878,59720008,Sustained diastolic hypertension,SNOMED
4109301,18050000,Increased systolic arterial pressure,SNOMED
44809026,843821000000102,Stage 1 hypertension,SNOMED
4227607,8762007,Chronic hypertension in obstetric context,SNOMED
4118910,288250001,Maternal hypertension,SNOMED
4289142,69909000,Eclampsia added to pre-existing hypertension,SNOMED
137940,198965005,Transient hypertension of pregnancy - delivered,SNOMED
4221991,84094009,Rebound hypertension,SNOMED
4057976,198986005,Severe pre-eclampsia with postnatal complication,SNOMED
192684,198953006,"Renal hypertension complicating pregnancy, childbirth and the puerperium - not delivered",SNOMED
4060830,163027005,O/E - BP reading raised,SNOMED
4034031,23717007,Benign essential hypertension complicating AND/OR reason for care during pregnancy,SNOMED
4289933,70272006,Malignant hypertension,SNOMED
4146816,34694006,Pre-existing hypertension complicating AND/OR reason for care during childbirth,SNOMED
44811110,863191000000102,Nocturnal hypertension,SNOMED
4057978,199007008,"Pre-existing hypertensive heart and renal disease complicating pregnancy, childbirth and the puerperium",SNOMED
4110947,194783001,Malignant secondary renovascular hypertension,SNOMED
4322735,427889009,Hypertension associated with transplantation,SNOMED
44811933,908651000000101,Stage 1 hypertension (NICE 2011) with evidence of end organ damage,SNOMED
42538946,82771000119102,Hypertension complicating pregnancy,SNOMED
317895,123799005,Renovascular hypertension,SNOMED
4062811,198947006,"Benign essential hypertension complicating pregnancy, childbirth and the puerperium with postnatal complication",SNOMED
321080,198941007,"Hypertension complicating pregnancy, childbirth and the puerperium",SNOMED
316866,38341003,Hypertensive disorder,SNOMED
320128,59621000,Essential hypertension,SNOMED
314103,198944004,"Benign essential hypertension complicating pregnancy, childbirth and the puerperium - delivered",SNOMED
314958,194785008,Benign secondary hypertension,SNOMED
37016726,712832005,Supine hypertension,SNOMED
45757446,140121000119100,Hypertension in chronic kidney disease stage 3 due to type 2 diabetes mellitus,SNOMED
4304837,8218002,Chronic hypertension complicating AND/OR reason for care during childbirth,SNOMED
4276511,65518004,Labile diastolic hypertension,SNOMED
4006325,111438007,Hypertension secondary to renal disease in obstetric context,SNOMED
44809569,846371000000103,Stage 2 hypertension,SNOMED
4017173,170582005,O/E - check high BP,SNOMED
132685,198985009,Severe pre-eclampsia - not delivered,SNOMED
4199306,52698002,Transient hypertension,SNOMED
4047613,23154005,Increased diastolic arterial pressure,SNOMED
433536,46764007,Severe pre-eclampsia,SNOMED
40351634,271869003,Raised blood pressure reading,SNOMED
